설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자
편한집	서민·복지시설	광주광역시	광산구	서민·복지시설	SKT	Public WiFi Free		광주광역시 광산구 어등대로563번길 29	광주광역시 광산구 운수동 66-29	광주광역시청	062-613-3021	35.1541986	126.7847112	2017-05-31
신동보건진료소	관공서	광주광역시	광산구	관공서	SKT	Public WiFi Free		광주광역시 광산구 신동산길 127-5	광주광역시 광산구 신동 394	광주광역시청	062-613-3021	35.1111721	126.6988263	2017-05-31
신가119안전센터	관공서	광주광역시	광산구	관공서	SKT	Public WiFi Free		광주광역시 광산구 수등로 236	광주광역시 광산구 신가동 1014-2	광주광역시청	062-613-3021	35.1848981	126.8347782	2017-05-31
송정매일시장	기타	광주광역시	광산구	기타	SKT	Public WiFi Free		광주광역시 광산구 송정로29번길 64	광주광역시 광산구 송정동 813-1	광주광역시청	062-613-3021	35.1375523	126.7972639	2017-05-31
송정도서관	기타	광주광역시	광산구	기타	SKT	Public WiFi Free		광주광역시 광산구 송정공원로 8-25	광주광역시 광산구 소촌동산4-1	광주광역시청	062-613-3021	35.1455637	126.7994914	2017-05-31
빛고운노인요양공동생활	서민·복지시설	광주광역시	광산구	서민·복지시설	SKT	Public WiFi Free		광주광역시 광산구 송도로226번길 29	광주광역시 광산구 송정동 904-5	광주광역시청	062-613-3021	35.132894	126.797214	2017-05-31
수완실버빌	서민·복지시설	광주광역시	광산구	서민·복지시설	SKT	Public WiFi Free		광주광역시 광산구 상완길 233-14	광주광역시 광산구 수완동 268-71	광주광역시청	062-613-3021	35.2079144	126.8291175	2017-05-31
롯데슈퍼(횡성점)	롯데슈퍼(횡성점)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 횡성읍 읍상리 368 -13	강원도 횡성군청	033-810-2900	37.4923627	127.9891719	2017-05-25
뉴스프링센터	뉴스프링센터	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 안흥4리 272 -18	강원도 횡성군청	033-810-2900	37.4127479	128.1540477	2017-05-25
뉴스프링센터	뉴스프링센터	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 안흥4리 272 -18	강원도 횡성군청	033-810-2900	37.4127479	128.1540477	2017-05-25
횡성(강릉)휴게소	횡성(강릉)휴게소	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 소사리 1530 -1	강원도 횡성군청	033-810-2900	37.4630372	128.1347141	2017-05-25
횡성(강릉)휴게소	횡성(강릉)휴게소	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 소사리 1530 -1	강원도 횡성군청	033-810-2900	37.4630372	128.1347141	2017-05-25
횡성(강릉)휴게소	횡성(강릉)휴게소	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 소사리 1530 -1	강원도 횡성군청	033-810-2900	37.4630372	128.1347141	2017-05-25
횡성(강릉)휴게소	횡성(강릉)휴게소	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 소사리 1530 -1	강원도 횡성군청	033-810-2900	37.4630372	128.1347141	2017-05-25
횡성(강릉)휴게소	횡성(강릉)휴게소	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 소사리 1530 -1	강원도 횡성군청	033-810-2900	37.4630372	128.1347141	2017-05-25
서원초등학교	서원초등학교	강원도	횡성군	교육시설	LG U+				강원도 횡성군 서원면 창촌리 578 -0	강원도 횡성군청	033-810-2900	37.4869216	127.8512201	2017-05-25
서원초등학교	서원초등학교	강원도	횡성군	교육시설	LG U+				강원도 횡성군 서원면 창촌리 578 -0	강원도 횡성군청	033-810-2900	37.4869216	127.8512201	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
현대성우리조트	리조트	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
횡성시외버스터미널	횡성시외버스터미널	강원도	횡성군	교통시설	LG U+				강원도 횡성군 횡성읍 읍하리 419-1번지	강원도 횡성군청	033-810-2900	37.4871296	127.9844504	2017-05-25
횡성시외버스터미널	횡성시외버스터미널	강원도	횡성군	교통시설	LG U+				강원도 횡성군 횡성읍 읍하리 419-1번지	강원도 횡성군청	033-810-2900	37.4871296	127.9844504	2017-05-25
LG하이콤A도로점	LG하이콤A도로점	강원도	횡성군	편의시설	LG U+				강원도 횡성군 횡성읍 읍하리 112-6번지	강원도 횡성군청	033-810-2900	37.4898502	127.985998	2017-05-25
던킨도너츠 강원횡성	던킨도너츠 강원횡성	강원도	횡성군	편의시설	LG U+				강원도 횡성군 횡성읍 읍하리 112-6번지	강원도 횡성군청	033-810-2900	37.4898502	127.985998	2017-05-25
롯데리아(횡성점)I	롯데리아(횡성점)I	강원도	횡성군	편의시설	LG U+				강원도 횡성군 횡성읍 읍하리 112-20번지	강원도 횡성군청	033-810-2900	37.4897726	127.9855208	2017-05-25
코레스코	1F통신실	강원도	횡성군	편의시설	LG U+				강원도 횡성군 우천면 오원리 539-1번지	강원도 횡성군청	033-810-2900	37.4373321	128.095548	2017-05-25
코레스코	1F통신실	강원도	횡성군	편의시설	LG U+				강원도 횡성군 우천면 오원리 539-1번지	강원도 횡성군청	033-810-2900	37.4373321	128.095548	2017-05-25
코레스코	1F통신실	강원도	횡성군	편의시설	LG U+				강원도 횡성군 우천면 오원리 539-1번지	강원도 횡성군청	033-810-2900	37.4373321	128.095548	2017-05-25
코레스코	1F통신실	강원도	횡성군	편의시설	LG U+				강원도 횡성군 우천면 오원리 539-1번지	강원도 횡성군청	033-810-2900	37.4373321	128.095548	2017-05-25
코레스코	1F통신실	강원도	횡성군	편의시설	LG U+				강원도 횡성군 우천면 오원리 539-1번지	강원도 횡성군청	033-810-2900	37.4373321	128.095548	2017-05-25
코레스코	1F통신실	강원도	횡성군	편의시설	LG U+				강원도 횡성군 우천면 오원리 539-1번지	강원도 횡성군청	033-810-2900	37.4373321	128.095548	2017-05-25
코레스코	1F통신실	강원도	횡성군	편의시설	LG U+				강원도 횡성군 우천면 오원리 539-1번지	강원도 횡성군청	033-810-2900	37.4373321	128.095548	2017-05-25
코레스코	1F통신실	강원도	횡성군	편의시설	LG U+				강원도 횡성군 우천면 오원리 539-1번지	강원도 횡성군청	033-810-2900	37.4373321	128.095548	2017-05-25
원주 N/W TFT	창고	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 소사리 1530-1번지	강원도 횡성군청	033-810-2900	37.4630372	128.1347141	2017-05-25
횡성소사휴게소-하행	횡성소사휴게소-하행	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 소사리 1530-1번지	강원도 횡성군청	033-810-2900	37.4630372	128.1347141	2017-05-25
영동고속도로 횡성휴게소(상행)	2F/엔젤리너스	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 소사리 1156번지	강원도 횡성군청	033-810-2900	37.4748784	128.1531666	2017-05-25
영동고속도로 횡성휴게소(상행)	2F/엔젤리너스	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 소사리 1155번지	강원도 횡성군청	033-810-2900	37.4748784	128.1531666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
영동고속도로 횡성휴게소(상행)	2F/엔젤리너스	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 소사리 1154번지	강원도 횡성군청	033-810-2900	37.4748784	128.1531666	2017-05-25
영동고속도로 횡성휴게소(상행)	2F/엔젤리너스	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 소사리 1153번지	강원도 횡성군청	033-810-2900	37.4748784	128.1531666	2017-05-25
영동고속도로 횡성휴게소(상행)	2F/엔젤리너스	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 소사리 1152번지	강원도 횡성군청	033-810-2900	37.4748784	128.1531666	2017-05-25
영동고속도로 횡성휴게소(상행)	2F/엔젤리너스	강원도	횡성군	편의시설	LG U+				강원도 횡성군 안흥면 소사리 1151번지	강원도 횡성군청	033-810-2900	37.4748784	128.1531666	2017-05-25
성우리조트	246(서관1층 여성라운지)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	246(서관1층 여성라운지)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	213(본관3층 우측EPS실)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	246(서관1층 여성라운지)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	246(서관1층 여성라운지)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	246(서관1층 여성라운지)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	246(서관1층 여성라운지)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	218(본관2층 통신실)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_B동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	(사원아파트_A동)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	237(첵크인센터)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
성우리조트	유스호스텔_227(1층 우측EPS실)	강원도	횡성군	편의시설	LG U+				강원도 횡성군 둔내면 두원리 204번지	강원도 횡성군청	033-810-2900	37.4910069	128.2481666	2017-05-25
